Timestamp,Day of Year,Plot,Alfalfa variety,Plant height (cm),Total Solar Radiation (kW-hr/m2),Irrig. Treatment (%),Average Air Temperature (Deg C),Ave. SWD (%),Growth stage,Relative Humidity (%),Total Precipitation (mm),Irrig. amount (in),Leaf Area Index (LAI),Fall Dormancy*,Winterhardiness**,Average Wind Speed (m/s),Dry yield (ton/ha),experiment_info,location,year
2023-04-13,103.0,P1,Nexgrow6516R,,7.484,80C,4.9,,,31.0,0.0,,,4.5,2.0,2.25,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-13,103.0,P15,Nexgrow6516R,,7.484,80C,4.9,,,31.0,0.0,,,4.5,2.0,2.25,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-13,103.0,P28,Nexgrow6516R,,7.484,80C,4.9,,,31.0,0.0,,,4.5,2.0,2.25,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P2,Ladak II,,7.594,80R,7.8,13.54,,37.0,0.0,,,2.0,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P20,Ladak II,,7.594,80R,7.8,13.54,,37.0,0.0,,,2.0,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P27,Ladak II,,7.594,80R,7.8,13.54,,37.0,0.0,,,2.0,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P4,Ladak II,,7.594,60R,7.8,,,37.0,0.0,,,2.0,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P11,Ladak II,,7.594,60R,7.8,,,37.0,0.0,,,2.0,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P25,Ladak II,,7.594,60R,7.8,,,37.0,0.0,,,2.0,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P9,Ladak II,,7.594,80C,7.8,16.65,,37.0,0.0,,,2.0,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P16,Ladak II,,7.594,80C,7.8,16.65,,37.0,0.0,,,2.0,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P30,Ladak II,,7.594,80C,7.8,16.65,,37.0,0.0,,,2.0,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P7,Ladak II,,7.594,100,7.8,7.58,,37.0,0.0,,,2.0,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P14,Ladak II,,7.594,100,7.8,7.58,,37.0,0.0,,,2.0,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P29,Ladak II,,7.594,100,7.8,7.58,,37.0,0.0,,,2.0,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P10,Nexgrow6516R,,7.594,100,7.8,,,37.0,0.0,,,4.5,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P17,Nexgrow6516R,,7.594,100,7.8,,,37.0,0.0,,,4.5,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P22,Nexgrow6516R,,7.594,100,7.8,,,37.0,0.0,,,4.5,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P8,Nexgrow6516R,,7.594,60R,7.8,,,37.0,0.0,,,4.5,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P19,Nexgrow6516R,,7.594,60R,7.8,,,37.0,0.0,,,4.5,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P24,Nexgrow6516R,,7.594,60R,7.8,,,37.0,0.0,,,4.5,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P6,Nexgrow6516R,,7.594,80R,7.8,,,37.0,0.0,,,4.5,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P13,Nexgrow6516R,,7.594,80R,7.8,,,37.0,0.0,,,4.5,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P21,Nexgrow6516R,,7.594,80R,7.8,,,37.0,0.0,,,4.5,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P3,Ladak II,,7.594,60C,7.8,,,37.0,0.0,,,2.0,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P18,Ladak II,,7.594,60C,7.8,,,37.0,0.0,,,2.0,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P23,Ladak II,,7.594,60C,7.8,,,37.0,0.0,,,2.0,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P1,Nexgrow6516R,,7.594,80C,7.8,,,37.0,0.0,,,4.5,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P15,Nexgrow6516R,,7.594,80C,7.8,,,37.0,0.0,,,4.5,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-14,104.0,P28,Nexgrow6516R,,7.594,80C,7.8,,,37.0,0.0,,,4.5,2.0,1.74,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P2,Ladak II,,7.735,80R,11.2,14.79,,40.0,0.0,,,2.0,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P20,Ladak II,,7.735,80R,11.2,14.79,,40.0,0.0,,,2.0,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P27,Ladak II,,7.735,80R,11.2,14.79,,40.0,0.0,,,2.0,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P4,Ladak II,,7.735,60R,11.2,,,40.0,0.0,,,2.0,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P11,Ladak II,,7.735,60R,11.2,,,40.0,0.0,,,2.0,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P25,Ladak II,,7.735,60R,11.2,,,40.0,0.0,,,2.0,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P9,Ladak II,,7.735,80C,11.2,18.69,,40.0,0.0,,,2.0,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P16,Ladak II,,7.735,80C,11.2,18.69,,40.0,0.0,,,2.0,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P30,Ladak II,,7.735,80C,11.2,18.69,,40.0,0.0,,,2.0,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P7,Ladak II,,7.735,100,11.2,7.88,,40.0,0.0,,,2.0,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P14,Ladak II,,7.735,100,11.2,7.88,,40.0,0.0,,,2.0,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P29,Ladak II,,7.735,100,11.2,7.88,,40.0,0.0,,,2.0,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P10,Nexgrow6516R,,7.735,100,11.2,,,40.0,0.0,,,4.5,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P17,Nexgrow6516R,,7.735,100,11.2,,,40.0,0.0,,,4.5,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P22,Nexgrow6516R,,7.735,100,11.2,,,40.0,0.0,,,4.5,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P8,Nexgrow6516R,,7.735,60R,11.2,,,40.0,0.0,,,4.5,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P19,Nexgrow6516R,,7.735,60R,11.2,,,40.0,0.0,,,4.5,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P24,Nexgrow6516R,,7.735,60R,11.2,,,40.0,0.0,,,4.5,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P6,Nexgrow6516R,,7.735,80R,11.2,,,40.0,0.0,,,4.5,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P13,Nexgrow6516R,,7.735,80R,11.2,,,40.0,0.0,,,4.5,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P21,Nexgrow6516R,,7.735,80R,11.2,,,40.0,0.0,,,4.5,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P3,Ladak II,,7.735,60C,11.2,,,40.0,0.0,,,2.0,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P18,Ladak II,,7.735,60C,11.2,,,40.0,0.0,,,2.0,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P23,Ladak II,,7.735,60C,11.2,,,40.0,0.0,,,2.0,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P1,Nexgrow6516R,,7.735,80C,11.2,,,40.0,0.0,,,4.5,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P15,Nexgrow6516R,,7.735,80C,11.2,,,40.0,0.0,,,4.5,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-15,105.0,P28,Nexgrow6516R,,7.735,80C,11.2,,,40.0,0.0,,,4.5,2.0,2.09,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P2,Ladak II,,7.068,80R,12.2,19.91,,35.0,0.0,,,2.0,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P20,Ladak II,,7.068,80R,12.2,19.91,,35.0,0.0,,,2.0,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P27,Ladak II,,7.068,80R,12.2,19.91,,35.0,0.0,,,2.0,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P4,Ladak II,,7.068,60R,12.2,,,35.0,0.0,,,2.0,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P11,Ladak II,,7.068,60R,12.2,,,35.0,0.0,,,2.0,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P25,Ladak II,,7.068,60R,12.2,,,35.0,0.0,,,2.0,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P9,Ladak II,,7.068,80C,12.2,22.67,,35.0,0.0,,,2.0,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P16,Ladak II,,7.068,80C,12.2,22.67,,35.0,0.0,,,2.0,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P30,Ladak II,,7.068,80C,12.2,22.67,,35.0,0.0,,,2.0,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P7,Ladak II,,7.068,100,12.2,10.3,,35.0,0.0,,,2.0,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P14,Ladak II,,7.068,100,12.2,10.3,,35.0,0.0,,,2.0,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P29,Ladak II,,7.068,100,12.2,10.3,,35.0,0.0,,,2.0,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P10,Nexgrow6516R,,7.068,100,12.2,0.27,,35.0,0.0,,,4.5,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P17,Nexgrow6516R,,7.068,100,12.2,0.27,,35.0,0.0,,,4.5,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P22,Nexgrow6516R,,7.068,100,12.2,0.27,,35.0,0.0,,,4.5,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P8,Nexgrow6516R,,7.068,60R,12.2,,,35.0,0.0,,,4.5,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P19,Nexgrow6516R,,7.068,60R,12.2,,,35.0,0.0,,,4.5,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P24,Nexgrow6516R,,7.068,60R,12.2,,,35.0,0.0,,,4.5,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P6,Nexgrow6516R,,7.068,80R,12.2,,,35.0,0.0,,,4.5,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P13,Nexgrow6516R,,7.068,80R,12.2,,,35.0,0.0,,,4.5,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P21,Nexgrow6516R,,7.068,80R,12.2,,,35.0,0.0,,,4.5,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P3,Ladak II,,7.068,60C,12.2,,,35.0,0.0,,,2.0,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P18,Ladak II,,7.068,60C,12.2,,,35.0,0.0,,,2.0,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P23,Ladak II,,7.068,60C,12.2,,,35.0,0.0,,,2.0,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P1,Nexgrow6516R,,7.068,80C,12.2,,,35.0,0.0,,,4.5,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P15,Nexgrow6516R,,7.068,80C,12.2,,,35.0,0.0,,,4.5,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-16,106.0,P28,Nexgrow6516R,,7.068,80C,12.2,,,35.0,0.0,,,4.5,2.0,3.14,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P2,Ladak II,,7.012,80R,8.8,25.42,,31.0,0.0,,,2.0,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P20,Ladak II,,7.012,80R,8.8,25.42,,31.0,0.0,,,2.0,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P27,Ladak II,,7.012,80R,8.8,25.42,,31.0,0.0,,,2.0,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P4,Ladak II,,7.012,60R,8.8,,,31.0,0.0,,,2.0,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P11,Ladak II,,7.012,60R,8.8,,,31.0,0.0,,,2.0,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P25,Ladak II,,7.012,60R,8.8,,,31.0,0.0,,,2.0,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P9,Ladak II,,7.012,80C,8.8,28.67,,31.0,0.0,,,2.0,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P16,Ladak II,,7.012,80C,8.8,28.67,,31.0,0.0,,,2.0,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P30,Ladak II,,7.012,80C,8.8,28.67,,31.0,0.0,,,2.0,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P7,Ladak II,,7.012,100,8.8,13.33,,31.0,0.0,,,2.0,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P14,Ladak II,,7.012,100,8.8,13.33,,31.0,0.0,,,2.0,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P29,Ladak II,,7.012,100,8.8,13.33,,31.0,0.0,,,2.0,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P10,Nexgrow6516R,,7.012,100,8.8,1.34,,31.0,0.0,,,4.5,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P17,Nexgrow6516R,,7.012,100,8.8,1.34,,31.0,0.0,,,4.5,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P22,Nexgrow6516R,,7.012,100,8.8,1.34,,31.0,0.0,,,4.5,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P8,Nexgrow6516R,,7.012,60R,8.8,,,31.0,0.0,,,4.5,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P19,Nexgrow6516R,,7.012,60R,8.8,,,31.0,0.0,,,4.5,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P24,Nexgrow6516R,,7.012,60R,8.8,,,31.0,0.0,,,4.5,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P6,Nexgrow6516R,,7.012,80R,8.8,2.42,,31.0,0.0,,,4.5,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P13,Nexgrow6516R,,7.012,80R,8.8,2.42,,31.0,0.0,,,4.5,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P21,Nexgrow6516R,,7.012,80R,8.8,2.42,,31.0,0.0,,,4.5,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P3,Ladak II,,7.012,60C,8.8,,,31.0,0.0,,,2.0,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P18,Ladak II,,7.012,60C,8.8,,,31.0,0.0,,,2.0,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P23,Ladak II,,7.012,60C,8.8,,,31.0,0.0,,,2.0,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P1,Nexgrow6516R,,7.012,80C,8.8,,,31.0,0.0,,,4.5,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P15,Nexgrow6516R,,7.012,80C,8.8,,,31.0,0.0,,,4.5,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-17,107.0,P28,Nexgrow6516R,,7.012,80C,8.8,,,31.0,0.0,,,4.5,2.0,4.22,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P2,Ladak II,,6.114,80R,2.1,30.17,,59.0,1.52,,,2.0,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P20,Ladak II,,6.114,80R,2.1,30.17,,59.0,1.52,,,2.0,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P27,Ladak II,,6.114,80R,2.1,30.17,,59.0,1.52,,,2.0,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P4,Ladak II,,6.114,60R,2.1,0.27,,59.0,1.52,,,2.0,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P11,Ladak II,,6.114,60R,2.1,0.27,,59.0,1.52,,,2.0,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P25,Ladak II,,6.114,60R,2.1,0.27,,59.0,1.52,,,2.0,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P9,Ladak II,,6.114,80C,2.1,31.84,,59.0,1.52,,,2.0,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P16,Ladak II,,6.114,80C,2.1,31.84,,59.0,1.52,,,2.0,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P30,Ladak II,,6.114,80C,2.1,31.84,,59.0,1.52,,,2.0,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P7,Ladak II,,6.114,100,2.1,16.06,,59.0,1.52,,,2.0,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P14,Ladak II,,6.114,100,2.1,16.06,,59.0,1.52,,,2.0,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P29,Ladak II,,6.114,100,2.1,16.06,,59.0,1.52,,,2.0,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P10,Nexgrow6516R,,6.114,100,2.1,1.88,,59.0,1.52,,,4.5,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P17,Nexgrow6516R,,6.114,100,2.1,1.88,,59.0,1.52,,,4.5,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P22,Nexgrow6516R,,6.114,100,2.1,1.88,,59.0,1.52,,,4.5,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P8,Nexgrow6516R,,6.114,60R,2.1,,,59.0,1.52,,,4.5,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P19,Nexgrow6516R,,6.114,60R,2.1,,,59.0,1.52,,,4.5,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P24,Nexgrow6516R,,6.114,60R,2.1,,,59.0,1.52,,,4.5,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P6,Nexgrow6516R,,6.114,80R,2.1,4.55,,59.0,1.52,,,4.5,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P13,Nexgrow6516R,,6.114,80R,2.1,4.55,,59.0,1.52,,,4.5,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P21,Nexgrow6516R,,6.114,80R,2.1,4.55,,59.0,1.52,,,4.5,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P3,Ladak II,,6.114,60C,2.1,,,59.0,1.52,,,2.0,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P18,Ladak II,,6.114,60C,2.1,,,59.0,1.52,,,2.0,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P23,Ladak II,,6.114,60C,2.1,,,59.0,1.52,,,2.0,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P1,Nexgrow6516R,,6.114,80C,2.1,,,59.0,1.52,,,4.5,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P15,Nexgrow6516R,,6.114,80C,2.1,,,59.0,1.52,,,4.5,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-18,108.0,P28,Nexgrow6516R,,6.114,80C,2.1,,,59.0,1.52,,,4.5,2.0,3.61,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-19,109.0,P2,Ladak II,,7.794,80R,4.5,31.21,,44.0,0.0,,,2.0,2.0,2.27,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-19,109.0,P20,Ladak II,,7.794,80R,4.5,31.21,,44.0,0.0,,,2.0,2.0,2.27,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-19,109.0,P27,Ladak II,,7.794,80R,4.5,31.21,,44.0,0.0,,,2.0,2.0,2.27,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-19,109.0,P4,Ladak II,,7.794,60R,4.5,0.87,,44.0,0.0,,,2.0,2.0,2.27,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
2023-04-19,109.0,P11,Ladak II,,7.794,60R,4.5,0.87,,44.0,0.0,,,2.0,2.0,2.27,,RenoLinearMoveIrrigation_2023,RenoLinearMoveIrrigation,2023
