Timestamp,Day of Year,Plot,Average Air Temperature (Deg C),Total Precipitation (mm),Alfalfa variety,Fall Dormancy*,Average Wind Speed (m/s),Dry yield (ton/ha),experiment_info,Plant height (cm),Total Solar Radiation (kW-hr/m2),Growth stage,Irrig. Treatment (%),Irrig. amount (in),Ave. SWD (%),Relative Humidity (%),Winterhardiness**,Leaf Area Index (LAI),location,year
2022-10-08,281.0,P27,17.1,0.0,Ladak II,2.0,0.76,,RenoLinearMoveIrrigation_2022,,5.296,,80R,1.0,,33.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-08,281.0,P28,17.1,0.0,Nexgrow6516R,4.5,0.76,,RenoLinearMoveIrrigation_2022,,5.296,,80C,1.0,,33.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-08,281.0,P29,17.1,0.0,Ladak II,2.0,0.76,,RenoLinearMoveIrrigation_2022,,5.296,,100,1.0,,33.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-08,281.0,P30,17.1,0.0,Ladak II,2.0,0.76,,RenoLinearMoveIrrigation_2022,,5.296,,80C,1.0,,33.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-09,282.0,,16.9,0.0,,,1.2,,RenoLinearMoveIrrigation_2022,,3.988,,,,,38.0,,,RenoLinearMoveIrrigation,2022
2022-10-10,283.0,,17.9,0.0,,,0.75,,RenoLinearMoveIrrigation_2022,,5.059,,,,,37.0,,,RenoLinearMoveIrrigation,2022
2022-10-11,284.0,,16.6,0.0,,,0.96,,RenoLinearMoveIrrigation_2022,,5.07,,,,,38.0,,,RenoLinearMoveIrrigation,2022
2022-10-12,285.0,,15.4,0.0,,,0.62,,RenoLinearMoveIrrigation_2022,,5.059,,,,,37.0,,,RenoLinearMoveIrrigation,2022
2022-10-13,286.0,,15.2,0.0,,,1.01,,RenoLinearMoveIrrigation_2022,,5.068,,,,,38.0,,,RenoLinearMoveIrrigation,2022
2022-10-14,287.0,,15.1,0.0,,,0.58,,RenoLinearMoveIrrigation_2022,,5.027,,,,,36.0,,,RenoLinearMoveIrrigation,2022
2022-10-15,288.0,,14.6,0.0,,,0.63,,RenoLinearMoveIrrigation_2022,,5.0,,,,,34.0,,,RenoLinearMoveIrrigation,2022
2022-10-16,289.0,,13.9,0.0,,,0.62,,RenoLinearMoveIrrigation_2022,,4.978,,,,,34.0,,,RenoLinearMoveIrrigation,2022
2022-10-17,290.0,,14.1,0.0,,,0.73,,RenoLinearMoveIrrigation_2022,,4.652,,,,,34.0,,,RenoLinearMoveIrrigation,2022
2022-10-18,291.0,,14.3,0.0,,,0.61,,RenoLinearMoveIrrigation_2022,,4.129,,,,,34.0,,,RenoLinearMoveIrrigation,2022
2022-10-19,292.0,,13.8,0.0,,,0.78,,RenoLinearMoveIrrigation_2022,,4.74,,,,,34.0,,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P1,13.6,0.0,Nexgrow6516R,4.5,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,80C,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P2,13.6,0.0,Ladak II,2.0,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,80R,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P3,13.6,0.0,Ladak II,2.0,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,60C,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P4,13.6,0.0,Ladak II,2.0,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,60R,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P5,13.6,0.0,Nexgrow6516R,4.5,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,60C,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P6,13.6,0.0,Nexgrow6516R,4.5,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,80R,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P7,13.6,0.0,Ladak II,2.0,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,100,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P8,13.6,0.0,Nexgrow6516R,4.5,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,60R,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P9,13.6,0.0,Ladak II,2.0,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,80C,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P10,13.6,0.0,Nexgrow6516R,4.5,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,100,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P11,13.6,0.0,Ladak II,2.0,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,60R,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P12,13.6,0.0,Nexgrow6516R,4.5,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,60C,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P13,13.6,0.0,Nexgrow6516R,4.5,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,80R,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P14,13.6,0.0,Ladak II,2.0,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,100,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P15,13.6,0.0,Nexgrow6516R,4.5,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,80C,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P16,13.6,0.0,Ladak II,2.0,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,80C,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P17,13.6,0.0,Nexgrow6516R,4.5,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,100,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P18,13.6,0.0,Ladak II,2.0,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,60C,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P19,13.6,0.0,Nexgrow6516R,4.5,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,60R,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P20,13.6,0.0,Ladak II,2.0,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,80R,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P21,13.6,0.0,Nexgrow6516R,4.5,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,80R,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P22,13.6,0.0,Nexgrow6516R,4.5,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,100,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P23,13.6,0.0,Ladak II,2.0,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,60C,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P24,13.6,0.0,Nexgrow6516R,4.5,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,60R,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P25,13.6,0.0,Ladak II,2.0,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,60R,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P26,13.6,0.0,Nexgrow6516R,4.5,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,60C,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P27,13.6,0.0,Ladak II,2.0,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,80R,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P28,13.6,0.0,Nexgrow6516R,4.5,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,80C,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P29,13.6,0.0,Ladak II,2.0,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,100,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-20,293.0,P30,13.6,0.0,Ladak II,2.0,0.66,,RenoLinearMoveIrrigation_2022,,4.727,,80C,1.0,,34.0,2.0,,RenoLinearMoveIrrigation,2022
2022-10-21,294.0,,15.8,0.0,,,2.6,,RenoLinearMoveIrrigation_2022,,4.538,,,,,31.0,,,RenoLinearMoveIrrigation,2022
2022-10-22,295.0,,10.8,0.0,,,4.26,,RenoLinearMoveIrrigation_2022,,3.405,,,,,40.0,,,RenoLinearMoveIrrigation,2022
2022-10-23,296.0,,3.7,0.0,,,1.73,,RenoLinearMoveIrrigation_2022,,3.887,,,,,48.0,,,RenoLinearMoveIrrigation,2022
2022-10-24,297.0,,8.4,0.0,,,1.7,,RenoLinearMoveIrrigation_2022,,4.529,,,,,44.0,,,RenoLinearMoveIrrigation,2022
2022-10-25,298.0,,11.2,0.0,,,2.19,,RenoLinearMoveIrrigation_2022,,3.937,,,,,51.0,,,RenoLinearMoveIrrigation,2022
2022-10-26,299.0,,7.5,0.0,,,2.59,,RenoLinearMoveIrrigation_2022,,4.608,,,,,38.0,,,RenoLinearMoveIrrigation,2022
2022-10-27,300.0,,5.6,0.0,,,1.33,,RenoLinearMoveIrrigation_2022,,4.554,,,,,41.0,,,RenoLinearMoveIrrigation,2022
2022-10-28,301.0,,7.9,0.0,,,0.95,,RenoLinearMoveIrrigation_2022,,3.935,,,,,40.0,,,RenoLinearMoveIrrigation,2022
2022-10-29,302.0,,7.7,0.0,,,0.54,,RenoLinearMoveIrrigation_2022,,3.572,,,,,44.0,,,RenoLinearMoveIrrigation,2022
2022-10-30,303.0,,7.5,0.0,,,0.64,,RenoLinearMoveIrrigation_2022,,4.303,,,,,44.0,,,RenoLinearMoveIrrigation,2022
2022-10-31,304.0,,7.4,0.0,,,0.66,,RenoLinearMoveIrrigation_2022,,3.126,,,,,44.0,,,RenoLinearMoveIrrigation,2022
2022-11-01,305.0,,6.3,1.78,,,3.29,,RenoLinearMoveIrrigation_2022,,2.56,,,,,58.0,,,RenoLinearMoveIrrigation,2022
2022-11-02,306.0,,2.5,0.0,,,2.46,,RenoLinearMoveIrrigation_2022,,4.22,,,,,72.0,,,RenoLinearMoveIrrigation,2022
2022-11-03,307.0,,0.5,0.25,,,1.93,,RenoLinearMoveIrrigation_2022,,3.284,,,,,70.0,,,RenoLinearMoveIrrigation,2022
2022-11-04,308.0,,5.9,0.0,,,1.42,,RenoLinearMoveIrrigation_2022,,2.307,,,,,58.0,,,RenoLinearMoveIrrigation,2022
2022-11-05,309.0,,10.8,0.0,,,3.13,,RenoLinearMoveIrrigation_2022,,2.81,,,,,55.0,,,RenoLinearMoveIrrigation,2022
2022-11-06,310.0,,10.6,0.0,,,3.43,,RenoLinearMoveIrrigation_2022,,3.101,,,,,51.0,,,RenoLinearMoveIrrigation,2022
2022-11-07,311.0,,3.5,2.54,,,3.44,,RenoLinearMoveIrrigation_2022,,3.586,,,,,59.0,,,RenoLinearMoveIrrigation,2022
2022-11-08,312.0,,0.0,0.0,,,1.27,,RenoLinearMoveIrrigation_2022,,0.353,,,,,87.0,,,RenoLinearMoveIrrigation,2022
2022-11-09,313.0,,1.2,5.84,,,2.48,,RenoLinearMoveIrrigation_2022,,2.85,,,,,71.0,,,RenoLinearMoveIrrigation,2022
2022-11-10,314.0,,-0.2,0.0,,,0.94,,RenoLinearMoveIrrigation_2022,,3.79,,,,,73.0,,,RenoLinearMoveIrrigation,2022
2022-11-11,315.0,,0.9,0.0,,,0.9,,RenoLinearMoveIrrigation_2022,,3.23,,,,,73.0,,,RenoLinearMoveIrrigation,2022
2022-11-12,316.0,,1.5,0.0,,,2.17,,RenoLinearMoveIrrigation_2022,,1.922,,,,,79.0,,,RenoLinearMoveIrrigation,2022
2022-11-13,317.0,,-0.3,0.25,,,1.15,,RenoLinearMoveIrrigation_2022,,3.507,,,,,77.0,,,RenoLinearMoveIrrigation,2022
2022-11-14,318.0,,-0.2,0.0,,,1.23,,RenoLinearMoveIrrigation_2022,,3.505,,,,,76.0,,,RenoLinearMoveIrrigation,2022
2022-11-15,319.0,,0.0,0.0,,,1.25,,RenoLinearMoveIrrigation_2022,,3.506,,,,,69.0,,,RenoLinearMoveIrrigation,2022
2022-11-16,320.0,,0.1,0.0,,,0.9,,RenoLinearMoveIrrigation_2022,,3.416,,,,,65.0,,,RenoLinearMoveIrrigation,2022
2022-11-17,321.0,,0.7,0.0,,,0.82,,RenoLinearMoveIrrigation_2022,,3.365,,,,,66.0,,,RenoLinearMoveIrrigation,2022
2022-11-18,322.0,,0.6,0.0,,,1.87,,RenoLinearMoveIrrigation_2022,,3.403,,,,,61.0,,,RenoLinearMoveIrrigation,2022
2022-11-19,323.0,,-1.5,0.0,,,1.16,,RenoLinearMoveIrrigation_2022,,3.42,,,,,58.0,,,RenoLinearMoveIrrigation,2022
2022-11-20,324.0,,-2.3,0.0,,,0.66,,RenoLinearMoveIrrigation_2022,,3.292,,,,,66.0,,,RenoLinearMoveIrrigation,2022
2022-11-21,325.0,,-1.4,0.0,,,0.55,,RenoLinearMoveIrrigation_2022,,2.995,,,,,64.0,,,RenoLinearMoveIrrigation,2022
2022-11-22,326.0,,0.3,0.0,,,0.75,,RenoLinearMoveIrrigation_2022,,2.774,,,,,62.0,,,RenoLinearMoveIrrigation,2022
2022-11-23,327.0,,2.6,0.0,,,0.88,,RenoLinearMoveIrrigation_2022,,2.939,,,,,62.0,,,RenoLinearMoveIrrigation,2022
2022-11-24,328.0,,2.2,0.0,,,1.17,,RenoLinearMoveIrrigation_2022,,3.087,,,,,59.0,,,RenoLinearMoveIrrigation,2022
2022-11-25,329.0,,2.7,0.0,,,0.93,,RenoLinearMoveIrrigation_2022,,2.282,,,,,57.0,,,RenoLinearMoveIrrigation,2022
2022-11-26,330.0,,5.3,0.0,,,1.52,,RenoLinearMoveIrrigation_2022,,2.699,,,,,58.0,,,RenoLinearMoveIrrigation,2022
2022-11-27,331.0,,4.2,0.0,,,1.95,,RenoLinearMoveIrrigation_2022,,2.884,,,,,59.0,,,RenoLinearMoveIrrigation,2022
2022-11-28,332.0,,5.9,0.0,,,3.52,,RenoLinearMoveIrrigation_2022,,2.711,,,,,45.0,,,RenoLinearMoveIrrigation,2022
2022-11-29,333.0,,0.4,0.0,,,1.18,,RenoLinearMoveIrrigation_2022,,3.0,,,,,60.0,,,RenoLinearMoveIrrigation,2022
2022-11-30,334.0,,2.7,0.0,,,1.85,,RenoLinearMoveIrrigation_2022,,2.209,,,,,57.0,,,RenoLinearMoveIrrigation,2022
2022-12-01,335.0,,3.6,0.25,,,2.92,,RenoLinearMoveIrrigation_2022,,1.669,,,,,68.0,,,RenoLinearMoveIrrigation,2022
2022-12-02,336.0,,-2.2,0.0,,,1.34,,RenoLinearMoveIrrigation_2022,,3.074,,,,,68.0,,,RenoLinearMoveIrrigation,2022
2022-12-03,337.0,,-2.2,0.0,,,0.82,,RenoLinearMoveIrrigation_2022,,1.643,,,,,83.0,,,RenoLinearMoveIrrigation,2022
2022-12-04,338.0,,3.0,12.45,,,2.31,,RenoLinearMoveIrrigation_2022,,2.447,,,,,79.0,,,RenoLinearMoveIrrigation,2022
2022-12-05,339.0,,1.5,0.0,,,1.86,,RenoLinearMoveIrrigation_2022,,1.979,,,,,75.0,,,RenoLinearMoveIrrigation,2022
2022-12-06,340.0,,1.4,0.0,,,1.14,,RenoLinearMoveIrrigation_2022,,2.671,,,,,75.0,,,RenoLinearMoveIrrigation,2022
2022-12-07,341.0,,-0.7,0.0,,,1.28,,RenoLinearMoveIrrigation_2022,,2.892,,,,,72.0,,,RenoLinearMoveIrrigation,2022
2022-12-08,342.0,,0.0,0.0,,,1.42,,RenoLinearMoveIrrigation_2022,,2.138,,,,,68.0,,,RenoLinearMoveIrrigation,2022
2022-12-09,343.0,,4.3,0.0,,,2.69,,RenoLinearMoveIrrigation_2022,,1.954,,,,,53.0,,,RenoLinearMoveIrrigation,2022
2022-12-10,344.0,,3.8,19.56,,,3.42,,RenoLinearMoveIrrigation_2022,,0.875,,,,,79.0,,,RenoLinearMoveIrrigation,2022
2022-12-11,345.0,,0.0,11.18,,,1.58,,RenoLinearMoveIrrigation_2022,,1.672,,,,,84.0,,,RenoLinearMoveIrrigation,2022
2022-12-12,346.0,,-2.1,0.25,,,2.0,,RenoLinearMoveIrrigation_2022,,2.485,,,,,77.0,,,RenoLinearMoveIrrigation,2022
2022-12-13,347.0,,-1.4,0.0,,,1.5,,RenoLinearMoveIrrigation_2022,,2.535,,,,,77.0,,,RenoLinearMoveIrrigation,2022
2022-12-14,348.0,,-2.6,0.0,,,0.79,,RenoLinearMoveIrrigation_2022,,2.663,,,,,81.0,,,RenoLinearMoveIrrigation,2022
2022-12-15,349.0,,-1.8,0.0,,,0.91,,RenoLinearMoveIrrigation_2022,,2.715,,,,,83.0,,,RenoLinearMoveIrrigation,2022
2022-12-16,350.0,,-0.7,0.0,,,1.68,,RenoLinearMoveIrrigation_2022,,2.062,,,,,74.0,,,RenoLinearMoveIrrigation,2022
2022-12-17,351.0,,-3.3,0.0,,,1.25,,RenoLinearMoveIrrigation_2022,,1.691,,,,,82.0,,,RenoLinearMoveIrrigation,2022
2022-12-18,352.0,,-4.6,0.0,,,1.14,,RenoLinearMoveIrrigation_2022,,1.992,,,,,88.0,,,RenoLinearMoveIrrigation,2022
2022-12-19,353.0,,-3.5,0.0,,,0.77,,RenoLinearMoveIrrigation_2022,,2.038,,,,,83.0,,,RenoLinearMoveIrrigation,2022
2022-12-20,354.0,,2.5,0.0,,,1.26,,RenoLinearMoveIrrigation_2022,,2.057,,,,,75.0,,,RenoLinearMoveIrrigation,2022
2022-12-21,355.0,,3.5,0.0,,,1.18,,RenoLinearMoveIrrigation_2022,,2.653,,,,,79.0,,,RenoLinearMoveIrrigation,2022
2022-12-22,356.0,,2.7,0.0,,,0.76,,RenoLinearMoveIrrigation_2022,,1.28,,,,,83.0,,,RenoLinearMoveIrrigation,2022
2022-12-23,357.0,,4.4,0.0,,,0.88,,RenoLinearMoveIrrigation_2022,,2.333,,,,,82.0,,,RenoLinearMoveIrrigation,2022
2022-12-24,358.0,,3.4,0.0,,,0.72,,RenoLinearMoveIrrigation_2022,,2.483,,,,,80.0,,,RenoLinearMoveIrrigation,2022
2022-12-25,359.0,,4.1,0.0,,,0.75,,RenoLinearMoveIrrigation_2022,,2.299,,,,,78.0,,,RenoLinearMoveIrrigation,2022
2022-12-26,360.0,,7.3,0.0,,,1.53,,RenoLinearMoveIrrigation_2022,,1.272,,,,,68.0,,,RenoLinearMoveIrrigation,2022
2022-12-27,361.0,,6.5,17.78,,,4.07,,RenoLinearMoveIrrigation_2022,,0.852,,,,,79.0,,,RenoLinearMoveIrrigation,2022
2022-12-28,362.0,,2.8,0.0,,,2.04,,RenoLinearMoveIrrigation_2022,,2.776,,,,,64.0,,,RenoLinearMoveIrrigation,2022
2022-12-29,363.0,,2.5,0.76,,,1.08,,RenoLinearMoveIrrigation_2022,,1.835,,,,,85.0,,,RenoLinearMoveIrrigation,2022
2022-12-30,364.0,,9.1,12.19,,,3.15,,RenoLinearMoveIrrigation_2022,,1.741,,,,,80.0,,,RenoLinearMoveIrrigation,2022
2022-12-31,365.0,,2.7,15.24,,,0.7,,RenoLinearMoveIrrigation_2022,,0.057,,,,,97.0,,,RenoLinearMoveIrrigation,2022
2023-01-01,1.0,,-0.7,8.38,,,2.16,,RenoLinearMoveIrrigation_2023,,1.029,,,,,84.0,,,RenoLinearMoveIrrigation,2023
2023-01-02,2.0,,-4.8,0.76,,,0.76,,RenoLinearMoveIrrigation_2023,,1.8,,,,,91.0,,,RenoLinearMoveIrrigation,2023
2023-01-03,3.0,,-2.6,5.59,,,1.07,,RenoLinearMoveIrrigation_2023,,2.046,,,,,91.0,,,RenoLinearMoveIrrigation,2023
2023-01-04,4.0,,-1.7,4.57,,,1.07,,RenoLinearMoveIrrigation_2023,,1.502,,,,,93.0,,,RenoLinearMoveIrrigation,2023
2023-01-05,5.0,,3.9,26.67,,,1.86,,RenoLinearMoveIrrigation_2023,,2.148,,,,,85.0,,,RenoLinearMoveIrrigation,2023
2023-01-06,6.0,,1.4,0.0,,,1.41,,RenoLinearMoveIrrigation_2023,,2.311,,,,,69.0,,,RenoLinearMoveIrrigation,2023
2023-01-07,7.0,,2.1,0.0,,,1.56,,RenoLinearMoveIrrigation_2023,,1.932,,,,,73.0,,,RenoLinearMoveIrrigation,2023
2023-01-08,8.0,,4.6,2.03,,,2.36,,RenoLinearMoveIrrigation_2023,,3.066,,,,,67.0,,,RenoLinearMoveIrrigation,2023
2023-01-09,9.0,,3.6,18.29,,,2.0,,RenoLinearMoveIrrigation_2023,,0.613,,,,,88.0,,,RenoLinearMoveIrrigation,2023
2023-01-10,10.0,,1.8,9.91,,,2.48,,RenoLinearMoveIrrigation_2023,,1.22,,,,,85.0,,,RenoLinearMoveIrrigation,2023
2023-01-11,11.0,,2.1,0.0,,,1.25,,RenoLinearMoveIrrigation_2023,,1.048,,,,,82.0,,,RenoLinearMoveIrrigation,2023
2023-01-12,12.0,,3.6,0.0,,,0.95,,RenoLinearMoveIrrigation_2023,,2.237,,,,,86.0,,,RenoLinearMoveIrrigation,2023
2023-01-13,13.0,,3.9,1.78,,,1.61,,RenoLinearMoveIrrigation_2023,,1.967,,,,,84.0,,,RenoLinearMoveIrrigation,2023
2023-01-14,14.0,,3.2,6.1,,,1.83,,RenoLinearMoveIrrigation_2023,,0.823,,,,,90.0,,,RenoLinearMoveIrrigation,2023
2023-01-15,15.0,,2.6,0.0,,,2.04,,RenoLinearMoveIrrigation_2023,,2.082,,,,,72.0,,,RenoLinearMoveIrrigation,2023
2023-01-16,16.0,,0.2,2.03,,,1.43,,RenoLinearMoveIrrigation_2023,,0.673,,,,,95.0,,,RenoLinearMoveIrrigation,2023
2023-01-17,17.0,,-2.2,6.35,,,1.42,,RenoLinearMoveIrrigation_2023,,3.056,,,,,80.0,,,RenoLinearMoveIrrigation,2023
2023-01-18,18.0,,-3.1,1.52,,,0.79,,RenoLinearMoveIrrigation_2023,,2.295,,,,,80.0,,,RenoLinearMoveIrrigation,2023
2023-01-19,19.0,,-2.4,0.0,,,2.5,,RenoLinearMoveIrrigation_2023,,3.405,,,,,74.0,,,RenoLinearMoveIrrigation,2023
2023-01-20,20.0,,-5.5,0.25,,,0.98,,RenoLinearMoveIrrigation_2023,,3.31,,,,,77.0,,,RenoLinearMoveIrrigation,2023
2023-01-21,21.0,,-4.8,0.0,,,0.8,,RenoLinearMoveIrrigation_2023,,3.281,,,,,76.0,,,RenoLinearMoveIrrigation,2023
2023-01-22,22.0,,-1.8,0.0,,,2.23,,RenoLinearMoveIrrigation_2023,,3.231,,,,,68.0,,,RenoLinearMoveIrrigation,2023
2023-01-23,23.0,,-2.7,0.0,,,1.33,,RenoLinearMoveIrrigation_2023,,3.396,,,,,73.0,,,RenoLinearMoveIrrigation,2023
2023-01-24,24.0,,-2.4,0.0,,,0.73,,RenoLinearMoveIrrigation_2023,,3.36,,,,,73.0,,,RenoLinearMoveIrrigation,2023
2023-01-25,25.0,,-1.0,0.0,,,0.87,,RenoLinearMoveIrrigation_2023,,3.342,,,,,78.0,,,RenoLinearMoveIrrigation,2023
2023-01-26,26.0,,0.2,0.0,,,0.81,,RenoLinearMoveIrrigation_2023,,3.417,,,,,77.0,,,RenoLinearMoveIrrigation,2023
2023-01-27,27.0,,0.7,0.0,,,1.06,,RenoLinearMoveIrrigation_2023,,2.851,,,,,73.0,,,RenoLinearMoveIrrigation,2023
2023-01-28,28.0,,1.1,0.0,,,1.19,,RenoLinearMoveIrrigation_2023,,3.512,,,,,68.0,,,RenoLinearMoveIrrigation,2023
2023-01-29,29.0,,-3.2,0.0,,,2.26,,RenoLinearMoveIrrigation_2023,,1.601,,,,,74.0,,,RenoLinearMoveIrrigation,2023
2023-01-30,30.0,,-8.6,1.02,,,1.23,,RenoLinearMoveIrrigation_2023,,3.805,,,,,69.0,,,RenoLinearMoveIrrigation,2023
2023-01-31,31.0,,-7.2,0.0,,,0.67,,RenoLinearMoveIrrigation_2023,,3.71,,,,,68.0,,,RenoLinearMoveIrrigation,2023
2023-02-01,32.0,,-3.5,0.0,,,0.68,,RenoLinearMoveIrrigation_2023,,3.39,,,,,68.0,,,RenoLinearMoveIrrigation,2023
2023-02-02,33.0,,-0.2,0.0,,,0.65,,RenoLinearMoveIrrigation_2023,,3.321,,,,,70.0,,,RenoLinearMoveIrrigation,2023
2023-02-03,34.0,,3.2,0.0,,,1.89,,RenoLinearMoveIrrigation_2023,,2.49,,,,,69.0,,,RenoLinearMoveIrrigation,2023
2023-02-04,35.0,,3.8,5.33,,,1.43,,RenoLinearMoveIrrigation_2023,,3.312,,,,,73.0,,,RenoLinearMoveIrrigation,2023
2023-02-05,36.0,,2.1,1.52,,,2.81,,RenoLinearMoveIrrigation_2023,,2.898,,,,,77.0,,,RenoLinearMoveIrrigation,2023
2023-02-06,37.0,,1.0,0.0,,,1.34,,RenoLinearMoveIrrigation_2023,,3.773,,,,,72.0,,,RenoLinearMoveIrrigation,2023
2023-02-07,38.0,,1.0,0.0,,,0.65,,RenoLinearMoveIrrigation_2023,,3.249,,,,,74.0,,,RenoLinearMoveIrrigation,2023
2023-02-08,39.0,,3.2,0.0,,,1.09,,RenoLinearMoveIrrigation_2023,,3.938,,,,,65.0,,,RenoLinearMoveIrrigation,2023
2023-02-09,40.0,,3.0,0.0,,,0.97,,RenoLinearMoveIrrigation_2023,,3.969,,,,,67.0,,,RenoLinearMoveIrrigation,2023
2023-02-10,41.0,,4.7,0.0,,,1.45,,RenoLinearMoveIrrigation_2023,,4.104,,,,,61.0,,,RenoLinearMoveIrrigation,2023
2023-02-11,42.0,,3.3,2.29,,,2.55,,RenoLinearMoveIrrigation_2023,,2.326,,,,,75.0,,,RenoLinearMoveIrrigation,2023
2023-02-12,43.0,,3.1,0.0,,,0.96,,RenoLinearMoveIrrigation_2023,,4.189,,,,,65.0,,,RenoLinearMoveIrrigation,2023
2023-02-13,44.0,,3.4,0.0,,,2.66,,RenoLinearMoveIrrigation_2023,,4.304,,,,,57.0,,,RenoLinearMoveIrrigation,2023
2023-02-14,45.0,,-2.1,0.0,,,3.57,,RenoLinearMoveIrrigation_2023,,3.01,,,,,52.0,,,RenoLinearMoveIrrigation,2023
2023-02-15,46.0,,-1.4,0.0,,,1.62,,RenoLinearMoveIrrigation_2023,,4.418,,,,,53.0,,,RenoLinearMoveIrrigation,2023
2023-02-16,47.0,,-1.1,0.0,,,0.98,,RenoLinearMoveIrrigation_2023,,3.914,,,,,54.0,,,RenoLinearMoveIrrigation,2023
2023-02-17,48.0,,0.8,0.0,,,1.09,,RenoLinearMoveIrrigation_2023,,4.363,,,,,52.0,,,RenoLinearMoveIrrigation,2023
2023-02-18,49.0,,1.0,0.0,,,0.84,,RenoLinearMoveIrrigation_2023,,3.867,,,,,54.0,,,RenoLinearMoveIrrigation,2023
2023-02-19,50.0,,3.2,0.0,,,0.98,,RenoLinearMoveIrrigation_2023,,3.897,,,,,56.0,,,RenoLinearMoveIrrigation,2023
